op,dtype,strategy,world_size,freq_mhz,nccl_ctas,clock_sm_mean,clock_sm_min,throttled,msg_bytes,msg_mib,latency_ms,power_w,energy_mj,algbw_gbps,busbw_gbps
all_reduce,bfloat16,NCCL,4,705,1,705.0,705,False,26214400,25.0,4.580966491699219,84.039,384.9789,5.722,8.584
all_reduce,bfloat16,NCCL,4,900,1,900.0,900,False,26214400,25.0,3.6643468683416196,86.729,317.8037,7.154,10.731
all_reduce,bfloat16,NCCL,4,1200,1,1200.0,1200,False,26214400,25.0,2.824982952249461,95.954,271.0678,9.279,13.919
all_reduce,bfloat16,NCCL,4,1410,1,1410.0,1410,False,26214400,25.0,2.432974335641572,112.915,274.7193,10.775,16.162
all_reduce,bfloat16,NCCL,4,300,1,300.0,300,False,33554432,32.0,12.56816650390625,80.89,1016.64,2.67,4.005
all_reduce,bfloat16,NCCL,4,510,1,510.0,510,False,33554432,32.0,7.629281005859374,82.376,628.4677,4.398,6.597
all_reduce,bfloat16,NCCL,4,705,1,705.0,705,False,33554432,32.0,5.7166845703125,83.929,479.7966,5.87,8.804
all_reduce,bfloat16,NCCL,4,900,1,900.0,900,False,33554432,32.0,4.568811645507813,86.793,396.5409,7.344,11.016
all_reduce,bfloat16,NCCL,4,1200,1,1200.0,1200,False,33554432,32.0,3.5121597953464674,96.519,338.9887,9.554,14.331
all_reduce,bfloat16,NCCL,4,1410,1,1410.0,1410,False,33554432,32.0,3.03532556604456,113.369,344.113,11.055,16.582
all_reduce,bfloat16,NCCL,4,300,1,300.0,300,False,67108864,64.0,25.07534423828125,80.9,2028.605,2.676,4.014
all_reduce,bfloat16,NCCL,4,510,1,510.0,510,False,67108864,64.0,15.212226562500001,82.398,1253.4551,4.412,6.617
all_reduce,bfloat16,NCCL,4,705,1,705.0,705,False,67108864,64.0,11.396383056640625,84.139,958.8774,5.889,8.833
all_reduce,bfloat16,NCCL,4,900,1,900.0,900,False,67108864,64.0,9.108817749023437,86.803,790.6691,7.367,11.051
all_reduce,bfloat16,NCCL,4,1200,1,1200.0,1200,False,67108864,64.0,7.003586425781251,96.55,676.1973,9.582,14.373
all_reduce,bfloat16,NCCL,4,1410,1,1410.0,1410,False,67108864,64.0,6.04353515625,113.213,684.2085,11.104,16.656
all_reduce,bfloat16,NCCL,4,300,1,300.0,300,False,104857600,100.0,39.25425180288461,80.949,3177.5743,2.671,4.007
all_reduce,bfloat16,NCCL,4,510,1,510.0,510,False,104857600,100.0,23.83310791015625,82.428,1964.5065,4.4,6.599
all_reduce,bfloat16,NCCL,4,705,1,705.0,705,False,104857600,100.0,17.867192382812497,84.155,1503.6066,5.869,8.803
all_reduce,bfloat16,NCCL,4,900,1,900.0,900,False,104857600,100.0,14.273740234375001,86.811,1239.1243,7.346,11.019
all_reduce,bfloat16,NCCL,4,1200,1,1200.0,1200,False,104857600,100.0,10.958151855468751,96.604,1058.6003,9.569,14.353
all_reduce,bfloat16,NCCL,4,1410,1,1410.0,1410,False,104857600,100.0,9.470996704101562,113.47,1074.6778,11.071,16.607
all_reduce,bfloat16,NCCL,4,300,1,300.0,300,False,134217728,128.0,50.0865234375,80.957,4054.8407,2.68,4.02
all_reduce,bfloat16,NCCL,4,510,1,510.0,510,False,134217728,128.0,30.379071044921876,82.524,2507.0073,4.418,6.627
all_reduce,bfloat16,NCCL,4,705,1,705.0,705,False,134217728,128.0,22.7591162109375,84.232,1917.0479,5.897,8.846
all_reduce,bfloat16,NCCL,4,900,1,900.0,900,False,134217728,128.0,18.177996826171874,86.949,1580.551,7.384,11.075
all_reduce,bfloat16,NCCL,4,1200,1,1200.0,1200,False,134217728,128.0,13.974139404296874,96.652,1350.6285,9.605,14.407
all_reduce,bfloat16,NCCL,4,1410,1,1410.0,1410,False,134217728,128.0,12.065474853515624,113.688,1371.7006,11.124,16.686
all_reduce,bfloat16,NCCL,4,300,1,300.0,300,False,268435456,256.0,100.100673828125,81.157,8123.9144,2.682,4.022
all_reduce,bfloat16,NCCL,4,510,1,510.0,510,False,268435456,256.0,60.70745849609375,82.618,5015.5021,4.422,6.633
all_reduce,bfloat16,NCCL,4,705,1,705.0,705,False,268435456,256.0,45.474480646306816,84.445,3840.1016,5.903,8.854
all_reduce,bfloat16,NCCL,4,900,1,900.0,900,False,268435456,256.0,36.34415806361607,87.056,3163.9714,7.386,11.079
all_reduce,bfloat16,NCCL,4,1200,1,1200.0,1200,False,268435456,256.0,27.923307291666667,96.774,2702.2426,9.613,14.42
all_reduce,bfloat16,NCCL,4,1410,1,1410.0,1410,False,268435456,256.0,24.11080810546875,113.882,2745.7774,11.133,16.7
all_reduce,bfloat16,NCCL,4,300,2,300.0,300,False,8388608,8.0,1.7427957737699469,75.493,131.568,4.813,7.22
all_reduce,bfloat16,NCCL,4,510,2,510.0,510,False,8388608,8.0,1.0654773912931743,71.122,75.7789,7.873,11.81
all_reduce,bfloat16,NCCL,4,705,2,705.0,705,False,8388608,8.0,0.798599275287829,72.424,57.8378,10.504,15.756
all_reduce,bfloat16,NCCL,4,900,2,900.0,900,False,8388608,8.0,0.6364240169525146,74.809,47.6099,13.181,19.771
all_reduce,bfloat16,NCCL,4,1200,2,1200.0,1200,False,8388608,8.0,0.48814763849431814,82.997,40.5148,17.185,25.777
all_reduce,bfloat16,NCCL,4,1410,2,1410.0,1410,False,8388608,8.0,0.4216035630967882,97.912,41.2802,19.897,29.845
all_reduce,bfloat16,NCCL,4,300,2,300.0,300,False,16777216,16.0,3.1952894944411057,81.159,259.3259,5.251,7.876
all_reduce,bfloat16,NCCL,4,510,2,510.0,510,False,16777216,16.0,1.9436007545107887,82.736,160.805,8.632,12.948
all_reduce,bfloat16,NCCL,4,705,2,705.0,705,False,16777216,16.0,1.4560878208705357,84.825,123.5132,11.522,17.283
all_reduce,bfloat16,NCCL,4,900,2,900.0,900,False,16777216,16.0,1.163418357959692,87.797,102.1451,14.421,21.631
all_reduce,bfloat16,NCCL,4,1200,2,1200.0,1200,False,16777216,16.0,0.8935788302951388,98.642,88.1442,18.775,28.163
all_reduce,bfloat16,NCCL,4,1410,2,1410.0,1410,False,16777216,16.0,0.775372783954327,116.057,89.9871,21.638,32.456
all_reduce,bfloat16,NCCL,4,300,2,300.0,300,False,26214400,25.0,5.054689331054687,81.423,411.5697,5.186,7.779
all_reduce,bfloat16,NCCL,4,510,2,510.0,510,False,26214400,25.0,3.090778526893029,83.329,257.5509,8.481,12.722
all_reduce,bfloat16,NCCL,4,705,2,705.0,705,False,26214400,25.0,2.310535565544577,85.084,196.5896,11.346,17.018
all_reduce,bfloat16,NCCL,4,900,2,900.0,900,False,26214400,25.0,1.8434619992278343,88.435,163.0266,14.22,21.33
all_reduce,bfloat16,NCCL,4,1200,2,1200.0,1200,False,26214400,25.0,1.4177297491776315,98.934,140.2622,18.49,27.736
all_reduce,bfloat16,NCCL,4,1410,2,1410.0,1410,False,26214400,25.0,1.2265062537560096,117.397,143.9882,21.373,32.06
all_reduce,bfloat16,NCCL,4,300,2,300.0,300,False,33554432,32.0,6.3246130371093745,81.183,513.4538,5.305,7.958
all_reduce,bfloat16,NCCL,4,510,2,510.0,510,False,33554432,32.0,3.83824462890625,83.458,320.3307,8.742,13.113
all_reduce,bfloat16,NCCL,4,705,2,705.0,705,False,33554432,32.0,2.885544259207589,85.397,246.4168,11.628,17.443
all_reduce,bfloat16,NCCL,4,900,2,900.0,900,False,33554432,32.0,2.294087611607143,88.315,202.6033,14.626,21.94
all_reduce,bfloat16,NCCL,4,1200,2,1200.0,1200,False,33554432,32.0,1.7623658645984737,99.172,174.7773,19.039,28.559
all_reduce,bfloat16,NCCL,4,1410,2,1410.0,1410,False,33554432,32.0,1.5262562678410458,117.42,179.2134,21.985,32.977
all_reduce,bfloat16,NCCL,4,300,2,300.0,300,False,67108864,64.0,12.57628662109375,81.468,1024.5649,5.336,8.004
all_reduce,bfloat16,NCCL,4,510,2,510.0,510,False,67108864,64.0,7.627315063476563,83.265,635.0903,8.798,13.198
all_reduce,bfloat16,NCCL,4,705,2,705.0,705,False,67108864,64.0,5.709486083984375,85.327,487.1743,11.754,17.631
all_reduce,bfloat16,NCCL,4,900,2,900.0,900,False,67108864,64.0,4.553973693847657,88.542,403.2188,14.736,22.104
all_reduce,bfloat16,NCCL,4,1200,2,1200.0,1200,False,67108864,64.0,3.4951612389605975,99.172,346.6221,19.201,28.801
all_reduce,bfloat16,NCCL,4,1410,2,1410.0,1410,False,67108864,64.0,3.0253662109375,117.215,354.6195,22.182,33.273
all_reduce,bfloat16,NCCL,4,300,2,300.0,300,False,104857600,100.0,19.772415771484376,81.514,1611.7218,5.303,7.955
all_reduce,bfloat16,NCCL,4,510,2,510.0,510,False,104857600,100.0,11.990794677734375,83.51,1001.3473,8.745,13.117
all_reduce,bfloat16,NCCL,4,705,2,705.0,705,False,104857600,100.0,8.9856103515625,85.485,768.1369,11.67,17.504
all_reduce,bfloat16,NCCL,4,900,2,900.0,900,False,104857600,100.0,7.1710620117187505,88.602,635.3669,14.622,21.933
all_reduce,bfloat16,NCCL,4,1200,2,1200.0,1200,False,104857600,100.0,5.508648681640625,99.217,546.5498,19.035,28.553
all_reduce,bfloat16,NCCL,4,1410,2,1410.0,1410,False,104857600,100.0,4.765829162597656,117.155,558.3407,22.002,33.003
all_reduce,bfloat16,NCCL,4,300,2,300.0,300,False,134217728,128.0,25.08643310546875,81.698,2049.4998,5.35,8.025
all_reduce,bfloat16,NCCL,4,510,2,510.0,510,False,134217728,128.0,15.200235595703125,83.522,1269.5541,8.83,13.245
all_reduce,bfloat16,NCCL,4,705,2,705.0,705,False,134217728,128.0,11.36762939453125,85.597,973.0378,11.807,17.711
all_reduce,bfloat16,NCCL,4,900,2,900.0,900,False,134217728,128.0,9.078251342773438,88.676,805.0248,14.785,22.177
all_reduce,bfloat16,NCCL,4,1200,2,1200.0,1200,False,134217728,128.0,6.970726318359375,99.278,692.0398,19.254,28.882
all_reduce,bfloat16,NCCL,4,1410,2,1410.0,1410,False,134217728,128.0,6.02598388671875,117.805,709.8884,22.273,33.41
all_reduce,bfloat16,NCCL,4,300,2,300.0,300,False,268435456,256.0,50.0967626953125,81.744,4095.1098,5.358,8.038
all_reduce,bfloat16,NCCL,4,510,2,510.0,510,False,268435456,256.0,30.34306640625,83.534,2534.6814,8.847,13.27
all_reduce,bfloat16,NCCL,4,705,2,705.0,705,False,268435456,256.0,22.70738525390625,85.761,1947.4041,11.822,17.732
all_reduce,bfloat16,NCCL,4,900,2,900.0,900,False,268435456,256.0,18.124820556640625,88.674,1607.207,14.81,22.216
all_reduce,bfloat16,NCCL,4,1200,2,1200.0,1200,False,268435456,256.0,13.9055517578125,99.421,1382.5019,19.304,28.956
all_reduce,bfloat16,NCCL,4,1410,2,1410.0,1410,False,268435456,256.0,12.036485595703125,117.993,1420.2266,22.302,33.453
all_reduce,bfloat16,NCCL,4,300,4,300.0,300,False,8388608,8.0,1.0046797180175782,78.287,78.6539,8.35,12.524
all_reduce,bfloat16,NCCL,4,510,4,510.0,510,False,8388608,8.0,0.627182233826188,71.512,44.8511,13.375,20.063
all_reduce,bfloat16,NCCL,4,705,4,705.0,705,False,8388608,8.0,0.47493383945562895,81.526,38.7195,17.663,26.494
all_reduce,bfloat16,NCCL,4,900,4,900.0,900,False,8388608,8.0,0.3771265608541082,74.929,28.2577,22.243,33.365
all_reduce,bfloat16,NCCL,4,1200,4,1200.0,1200,False,8388608,8.0,0.2896328724006738,84.009,24.3318,28.963,43.444
all_reduce,bfloat16,NCCL,4,1410,4,1410.0,1410,False,8388608,8.0,0.2510578557064659,99.519,24.985,33.413,50.12
all_reduce,bfloat16,NCCL,4,300,4,300.0,300,False,16777216,16.0,1.746675482855903,82.185,143.5501,9.605,14.408
all_reduce,bfloat16,NCCL,4,510,4,510.0,510,False,16777216,16.0,1.0797637114653715,84.427,91.1609,15.538,23.307
all_reduce,bfloat16,NCCL,4,705,4,705.0,705,False,16777216,16.0,0.8148847483625316,86.803,70.7341,20.588,30.883
all_reduce,bfloat16,NCCL,4,900,4,900.0,900,False,16777216,16.0,0.6498105941280242,89.587,58.2148,25.819,38.728
all_reduce,bfloat16,NCCL,4,1200,4,1200.0,1200,False,16777216,16.0,0.5020146687825521,100.584,50.4946,33.42,50.13
all_reduce,bfloat16,NCCL,4,1410,4,1410.0,1410,False,16777216,16.0,0.4355274577717204,119.834,52.1911,38.522,57.782
all_reduce,bfloat16,NCCL,4,300,4,300.0,300,False,26214400,25.0,2.5783807754516603,82.866,213.6606,10.167,15.251
all_reduce,bfloat16,NCCL,4,510,4,510.0,510,False,26214400,25.0,1.58285009765625,85.3,135.0179,16.562,24.842
all_reduce,bfloat16,NCCL,4,705,4,705.0,705,False,26214400,25.0,1.198141160651819,87.394,104.7106,21.879,32.819
all_reduce,bfloat16,NCCL,4,900,4,900.0,900,False,26214400,25.0,0.9617066882905506,91.54,88.035,27.258,40.887
all_reduce,bfloat16,NCCL,4,1200,4,1200.0,1200,False,26214400,25.0,0.744419578269676,103.353,76.9383,35.215,52.822
all_reduce,bfloat16,NCCL,4,1410,4,1410.0,1410,False,26214400,25.0,0.6460751953125,123.459,79.7638,40.575,60.862
all_reduce,bfloat16,NCCL,4,300,4,300.0,300,False,33554432,32.0,3.2023593750000003,83.044,265.9383,10.478,15.717
all_reduce,bfloat16,NCCL,4,510,4,510.0,510,False,33554432,32.0,1.9611098870998476,85.874,168.4076,17.11,25.665
all_reduce,bfloat16,NCCL,4,705,4,705.0,705,False,33554432,32.0,1.490238557038484,89.013,132.65,22.516,33.774
all_reduce,bfloat16,NCCL,4,900,4,900.0,900,False,33554432,32.0,1.1934092962919776,92.261,110.1057,28.116,42.175
all_reduce,bfloat16,NCCL,4,1200,4,1200.0,1200,False,33554432,32.0,0.9311874744503997,103.808,96.6647,36.034,54.051
all_reduce,bfloat16,NCCL,4,1410,4,1410.0,1410,False,33554432,32.0,0.8101950289023042,125.5,101.6792,41.415,62.123
all_reduce,bfloat16,NCCL,4,300,4,300.0,300,False,67108864,64.0,6.333972778320312,83.207,527.0291,10.595,15.893
all_reduce,bfloat16,NCCL,4,510,4,510.0,510,False,67108864,64.0,3.8738016764322913,86.101,333.5366,17.324,25.986
all_reduce,bfloat16,NCCL,4,705,4,705.0,705,False,67108864,64.0,2.937833949497768,88.723,260.6534,22.843,34.264
all_reduce,bfloat16,NCCL,4,900,4,900.0,900,False,67108864,64.0,2.3617837344898898,92.09,217.4976,28.414,42.622
all_reduce,bfloat16,NCCL,4,1200,4,1200.0,1200,False,67108864,64.0,1.8395462036132812,105.116,193.3661,36.481,54.722
all_reduce,bfloat16,NCCL,4,1410,4,1410.0,1410,False,67108864,64.0,1.5961951162300858,125.671,200.5961,42.043,63.065
all_reduce,bfloat16,NCCL,4,300,4,300.0,300,False,104857600,100.0,10.041927490234375,83.251,835.9978,10.442,15.663
all_reduce,bfloat16,NCCL,4,510,4,510.0,510,False,104857600,100.0,6.123407592773438,85.951,526.3113,17.124,25.686
all_reduce,bfloat16,NCCL,4,705,4,705.0,705,False,104857600,100.0,4.6056039428710935,88.749,408.7427,22.767,34.151
all_reduce,bfloat16,NCCL,4,900,4,900.0,900,False,104857600,100.0,3.7008289683948865,92.555,342.5295,28.334,42.5
all_reduce,bfloat16,NCCL,4,1200,4,1200.0,1200,False,104857600,100.0,2.8793930053710937,104.143,299.8686,36.417,54.625
all_reduce,bfloat16,NCCL,4,1410,4,1410.0,1410,False,104857600,100.0,2.499577522277832,126.362,315.8522,41.95,62.925
all_reduce,bfloat16,NCCL,4,300,4,300.0,300,False,134217728,128.0,12.605982666015624,83.563,1053.3986,10.647,15.971
all_reduce,bfloat16,NCCL,4,510,4,510.0,510,False,134217728,128.0,7.702650756835938,86.132,663.4447,17.425,26.137
all_reduce,bfloat16,NCCL,4,705,4,705.0,705,False,134217728,128.0,5.852559204101563,89.383,523.1183,22.933,34.4
all_reduce,bfloat16,NCCL,4,900,4,900.0,900,False,134217728,128.0,4.71657470703125,92.792,437.6623,28.457,42.685
all_reduce,bfloat16,NCCL,4,1200,4,1200.0,1200,False,134217728,128.0,3.654665305397727,105.072,384.0023,36.725,55.088
all_reduce,bfloat16,NCCL,4,1410,4,1410.0,1410,False,134217728,128.0,3.1765791015625,125.203,397.7172,42.252,63.378
all_reduce,bfloat16,NCCL,4,300,4,300.0,300,False,268435456,256.0,25.1138671875,83.522,2097.5604,10.689,16.033
all_reduce,bfloat16,NCCL,4,510,4,510.0,510,False,268435456,256.0,15.343729248046875,86.308,1324.2923,17.495,26.242
all_reduce,bfloat16,NCCL,4,705,4,705.0,705,False,268435456,256.0,11.606220703125,89.226,1035.5786,23.129,34.693
all_reduce,bfloat16,NCCL,4,900,4,900.0,900,False,268435456,256.0,9.359257812500001,92.825,868.7694,28.681,43.022
all_reduce,bfloat16,NCCL,4,1200,4,1200.0,1200,False,268435456,256.0,7.2774755859375,104.489,760.4152,36.886,55.329
all_reduce,bfloat16,NCCL,4,1410,4,1410.0,1410,False,268435456,256.0,6.3425537109375,124.967,792.6108,42.323,63.484
all_reduce,bfloat16,NCCL,4,300,8,300.0,300,False,8388608,8.0,0.6417383209476626,70.802,45.4364,13.072,19.608
all_reduce,bfloat16,NCCL,4,510,8,510.0,510,False,8388608,8.0,0.41002734375000005,68.476,28.0772,20.459,30.688
all_reduce,bfloat16,NCCL,4,705,8,705.0,705,False,8388608,8.0,0.31367933485243055,69.409,21.7722,26.743,40.114
all_reduce,bfloat16,NCCL,4,900,8,900.0,900,False,8388608,8.0,0.2521406830334273,71.398,18.0023,33.27,49.904
all_reduce,bfloat16,NCCL,4,1200,8,1200.0,1200,False,8388608,8.0,0.19406704543223932,85.235,16.5414,43.225,64.838
all_reduce,bfloat16,NCCL,4,1410,8,1410.0,1410,False,8388608,8.0,0.16782946394163395,102.151,17.144,49.983,74.974
all_reduce,bfloat16,NCCL,4,300,8,300.0,300,False,16777216,16.0,1.023717411862144,83.395,85.3727,16.389,24.583
all_reduce,bfloat16,NCCL,4,510,8,510.0,510,False,16777216,16.0,0.6489406898373463,85.615,55.5587,25.853,38.78
all_reduce,bfloat16,NCCL,4,705,8,705.0,705,False,16777216,16.0,0.4971823233145255,89.177,44.337,33.745,50.617
all_reduce,bfloat16,NCCL,4,900,8,900.0,900,False,16777216,16.0,0.3994785057106599,91.683,36.6253,41.998,62.997
all_reduce,bfloat16,NCCL,4,1200,8,1200.0,1200,False,16777216,16.0,0.30846749853900096,104.941,32.371,54.389,81.583
all_reduce,bfloat16,NCCL,4,1410,8,1410.0,1410,False,16777216,16.0,0.26651682871165294,127.079,33.8688,62.95,94.425
all_reduce,bfloat16,NCCL,4,300,8,300.0,300,False,26214400,25.0,1.4620076127485795,84.644,123.7508,17.93,26.896
all_reduce,bfloat16,NCCL,4,510,8,510.0,510,False,26214400,25.0,0.9305659804233285,88.219,82.0931,28.17,42.256
all_reduce,bfloat16,NCCL,4,705,8,705.0,705,False,26214400,25.0,0.7162751879010882,90.407,64.7566,36.598,54.897
all_reduce,bfloat16,NCCL,4,900,8,900.0,900,False,26214400,25.0,0.5760213508880396,93.491,53.853,45.509,68.264
all_reduce,bfloat16,NCCL,4,1200,8,1200.0,1200,False,26214400,25.0,0.44834347098214283,108.822,48.7899,58.469,87.704
all_reduce,bfloat16,NCCL,4,1410,8,1410.0,1410,False,26214400,25.0,0.38960727635275555,132.412,51.5888,67.284,100.926
all_reduce,bfloat16,NCCL,4,300,8,300.0,300,False,33554432,32.0,1.761978945524796,85.594,150.8155,19.044,28.565
all_reduce,bfloat16,NCCL,4,510,8,510.0,510,False,33554432,32.0,1.1085655734963613,89.39,99.0949,30.268,45.402
all_reduce,bfloat16,NCCL,4,705,8,705.0,705,False,33554432,32.0,0.8529355103942169,92.278,78.7072,39.34,59.01
all_reduce,bfloat16,NCCL,4,900,8,900.0,900,False,33554432,32.0,0.6863997609991777,97.108,66.6549,48.885,73.327
all_reduce,bfloat16,NCCL,4,1200,8,1200.0,1200,False,33554432,32.0,0.5355448828803169,110.877,59.3795,62.655,93.982
all_reduce,bfloat16,NCCL,4,1410,8,1410.0,1410,False,33554432,32.0,0.46691238968460647,134.047,62.5882,71.865,107.797
all_reduce,bfloat16,NCCL,4,300,8,300.0,300,False,67108864,64.0,3.2463093261718745,86.858,281.9673,20.672,31.009
all_reduce,bfloat16,NCCL,4,510,8,510.0,510,False,67108864,64.0,2.052484600360577,91.102,186.9855,32.696,49.045
all_reduce,bfloat16,NCCL,4,705,8,705.0,705,False,67108864,64.0,1.5939864813112745,94.463,150.5734,42.101,63.152
all_reduce,bfloat16,NCCL,4,900,8,900.0,900,False,67108864,64.0,1.2937975483555948,99.999,129.3785,51.87,77.805
all_reduce,bfloat16,NCCL,4,1200,8,1200.0,1200,False,67108864,64.0,1.016788330078125,115.465,117.403,66.001,99.001
all_reduce,bfloat16,NCCL,4,1410,8,1410.0,1410,False,67108864,64.0,0.8956451416015625,138.703,124.2289,74.928,112.392
all_reduce,bfloat16,NCCL,4,300,8,300.0,300,False,104857600,100.0,5.119221801757813,86.932,445.0216,20.483,30.725
all_reduce,bfloat16,NCCL,4,510,8,510.0,510,False,104857600,100.0,3.229106201171875,91.96,296.9499,32.473,48.709
all_reduce,bfloat16,NCCL,4,705,8,705.0,705,False,104857600,100.0,2.4996543884277345,95.264,238.1258,41.949,62.923
all_reduce,bfloat16,NCCL,4,900,8,900.0,900,False,104857600,100.0,2.020976715087891,100.345,202.7957,51.885,77.827
all_reduce,bfloat16,NCCL,4,1200,8,1200.0,1200,False,104857600,100.0,1.5907216988357844,116.075,184.643,65.918,98.877
all_reduce,bfloat16,NCCL,4,1410,8,1410.0,1410,False,104857600,100.0,1.394988171807651,139.281,194.2951,75.167,112.751
all_reduce,bfloat16,NCCL,4,300,8,300.0,300,False,134217728,128.0,6.417039184570312,87.968,564.4969,20.916,31.374
all_reduce,bfloat16,NCCL,4,510,8,510.0,510,False,134217728,128.0,4.049868774414063,91.863,372.0347,33.141,49.712
all_reduce,bfloat16,NCCL,4,705,8,705.0,705,False,134217728,128.0,3.1354879525991586,94.745,297.0731,42.806,64.209
all_reduce,bfloat16,NCCL,4,900,8,900.0,900,False,134217728,128.0,2.5431360244750976,100.874,256.5368,52.776,79.165
all_reduce,bfloat16,NCCL,4,1200,8,1200.0,1200,False,134217728,128.0,2.0031385803222657,115.943,232.2495,67.004,100.506
all_reduce,bfloat16,NCCL,4,1410,8,1410.0,1410,False,134217728,128.0,1.7682106711647727,141.577,250.3371,75.906,113.859
all_reduce,bfloat16,NCCL,4,300,8,300.0,300,False,268435456,256.0,12.76443603515625,88.117,1124.7579,21.03,31.545
all_reduce,bfloat16,NCCL,4,510,8,510.0,510,False,268435456,256.0,8.048711547851562,92.293,742.8362,33.351,50.027
all_reduce,bfloat16,NCCL,4,705,8,705.0,705,False,268435456,256.0,6.260152587890625,96.595,604.6985,42.88,64.32
all_reduce,bfloat16,NCCL,4,900,8,900.0,900,False,268435456,256.0,5.053102111816406,100.483,507.7509,53.123,79.684
all_reduce,bfloat16,NCCL,4,1200,8,1200.0,1200,False,268435456,256.0,3.975762939453125,116.942,464.9345,67.518,101.277
all_reduce,bfloat16,NCCL,4,1410,8,1410.0,1410,False,268435456,256.0,3.5075115701426633,141.912,497.7587,76.532,114.797
all_reduce,bfloat16,NCCL,4,300,16,300.0,300,False,8388608,8.0,0.4653232904128086,71.373,33.2113,18.027,27.041
all_reduce,bfloat16,NCCL,4,510,16,510.0,510,False,8388608,8.0,0.3016639196825593,73.124,22.0589,27.808,41.712
all_reduce,bfloat16,NCCL,4,705,16,705.0,705,False,8388608,8.0,0.23330827358953968,74.622,17.41,35.955,53.933
all_reduce,bfloat16,NCCL,4,900,16,900.0,900,False,8388608,8.0,0.1871455478129414,77.753,14.5511,44.824,67.236
all_reduce,bfloat16,NCCL,4,1200,16,1200.0,1200,False,8388608,8.0,0.1449109651105906,88.214,12.7832,57.888,86.832
all_reduce,bfloat16,NCCL,4,1410,16,1410.0,1410,False,8388608,8.0,0.12534255489226312,105.549,13.2298,66.925,100.388
all_reduce,bfloat16,NCCL,4,300,16,300.0,300,False,16777216,16.0,0.6694499039850316,85.362,57.1458,25.061,37.592
all_reduce,bfloat16,NCCL,4,510,16,510.0,510,False,16777216,16.0,0.44097559412098464,88.922,39.2123,38.046,57.069
all_reduce,bfloat16,NCCL,4,705,16,705.0,705,False,16777216,16.0,0.34713872048707134,91.83,31.8777,48.33,72.495
all_reduce,bfloat16,NCCL,4,900,16,900.0,900,False,16777216,16.0,0.27781044780344205,98.05,27.2395,60.391,90.586
all_reduce,bfloat16,NCCL,4,1200,16,1200.0,1200,False,16777216,16.0,0.21573668896627565,111.232,23.9969,77.767,116.651
all_reduce,bfloat16,NCCL,4,1410,16,1410.0,1410,False,16777216,16.0,0.19203833969943043,137.082,26.325,87.364,131.046
all_reduce,bfloat16,NCCL,4,300,16,300.0,300,False,26214400,25.0,0.9184181027296112,87.429,80.2966,28.543,42.814
all_reduce,bfloat16,NCCL,4,510,16,510.0,510,False,26214400,25.0,0.6138013634314904,91.926,56.4242,42.708,64.062
all_reduce,bfloat16,NCCL,4,705,16,705.0,705,False,26214400,25.0,0.48879070671237246,95.243,46.5536,53.631,80.447
all_reduce,bfloat16,NCCL,4,900,16,900.0,900,False,26214400,25.0,0.39140547082779253,101.03,39.5436,66.975,100.463
all_reduce,bfloat16,NCCL,4,1200,16,1200.0,1200,False,26214400,25.0,0.30726399421691897,117.028,35.9583,85.316,127.973
all_reduce,bfloat16,NCCL,4,1410,16,1410.0,1410,False,26214400,25.0,0.27744691430068597,141.565,39.2768,94.484,141.727
